TIPO DE PROCESO,CIUDAD,REGION,PRESENTACIÓN DEMANDA,AÑO DEMANDA,RED,TIPO RELACIÓN,PRETENSIÓN,CLASE (posibilidad de pérdida),ESTADO ACTUAL,APODERADO BANCO
Ordinario,medellin,antioquia,2007-04-15,2007.0,Conavi,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,cartagena,caribe,2005-06-01,2005.0,Banco de colombia,Jubilado,jubilacion,otros,fallo 2a instancia,ines espinosa de barbosa
Especial,girardot,centro,2008-05-24,2008.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,clara lasso de ramírez 
Especial,santa marta,caribe,2003-04-23,2003.0,Bic,Empleado,fuero sindical,otros,otros,carlos valega puello
Especial,bucaramanga,centro,2006-04-15,2006.0,Banco de colombia,Empleado,fuero sindical,otros,contestada,carlos fernando serrano rangel
Ordinario,medellin,antioquia,2006-08-22,2006.0,Banco de colombia,Jubilado,indemnización,otros,liquidación,jose antonio escobar lozada
Ordinario,medellin,antioquia,2008-12-18,2008.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2009-05-13,2009.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2009-03-16,2009.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2006-06-01,2006.0,Banco de colombia,Empleado,salario,otros,otros,humberto jairo jaramillo v.
Ordinario,barranquilla,caribe,2004-11-01,2004.0,Otros,Otros,otros,otros,otros,beatriz vélez vengoechea
Ordinario,bogota,bogotá,2006-06-06,2006.0,Banco de colombia,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2004-01-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2007-12-10,2007.0,Banco de colombia,Jubilado,jubilacion,otros,resuelto,josé roberto herrera vergara
Ordinario,bogota,bogotá,2001-12-18,2001.0,Otros,Jubilado,reintegro,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,chinchina,sur,2006-06-01,2006.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,cucuta,centro,2004-01-01,2004.0,Banco de colombia,Jubilado,jubilacion,otros,otros,angel maría corzo labrador
Ordinario,cucuta,centro,2003-06-25,2003.0,Banco de colombia,Jubilado,otros,otros,otros,angel maría corzo labrador
Ordinario,medellin,antioquia,2006-10-27,2006.0,Conavi,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,popayan,sur,2004-06-01,2004.0,Banco de colombia,Jubilado,salario,otros,pendiente,luis fernando rojas arango 
Especial,ibague,centro,2008-05-15,2008.0,Bancolombia,Empleado,fuero sindical,otros,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2007-09-28,2007.0,Conavi,Jubilado,salario,otros,otros,jose antonio escobar lozada
Especial,buenaventura,sur,2007-08-02,2007.0,Bancolombia,Empleado,fuero sindical,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2002-11-01,2002.0,Conavi,Jubilado,indemnización,otros,favorable,julio césar carrillo guarin
Ordinario,bogota,bogotá,2002-02-01,2002.0,Banco de colombia,Jubilado,salario,otros,segunda instancia,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,armenia,sur,2007-11-01,2007.0,Banco de colombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,pasto,sur,2008-01-12,2008.0,Banco de colombia,Jubilado,reintegro,otros,otros,luis fernando rojas arango 
Ordinario,bogota,bogotá,2005-11-11,2006.0,Banco de colombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,ibague,centro,2008-11-25,2008.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,jose roberto herrera vergara 
Especial,calarca,sur,2006-09-01,2006.0,Banco de colombia,Empleado,fuero sindical,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-03-03,2008.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,josé roberto herrera vergara
Especial,pereira,sur,2009-01-27,2009.0,Bancolombia,Empleado,fuero sindical,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2002-02-01,2002.0,Bic,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,pamplona,centro,2009-05-05,2009.0,Bancolombia,Jubilado,indemnización,otros,otros,oscar vergel canal
Ordinario,medellin,antioquia,2010-03-17,2010.0,Bic,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,cartagena,caribe,2003-01-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,otros,ines espinosa de barbosa
Ordinario,barranquilla,caribe,2000-10-25,2000.0,Bic,Jubilado,reintegro,otros,pendiente,beatriz vélez vengoechea
Ordinario,bogota,bogotá,2003-01-01,2003.0,Banco de colombia,Jubilado,otros,otros,contestada,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,medellin,antioquia,2008-01-25,2008.0,Banco de colombia,Jubilado,reintegro,otros,terminado,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2008-01-25,2008.0,Banco de colombia,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2009-04-17,2009.0,Conavi,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2010-04-30,2010.0,Conavi,Jubilado,indemnización,otros,terminado,jose antonio escobar lozada
Ordinario,medellin,antioquia,2007-07-17,2007.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2006-11-27,2006.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,bogota,bogotá,2003-01-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,roldanillo,sur,2007-01-01,2007.0,Bancolombia,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2008-05-23,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-06-10,2009.0,Bancolombia,Jubilado,reintegro,otros,terminado,josé roberto herrera vergara
Ordinario,cali,sur,2008-06-01,2008.0,Conavi,Jubilado,indemnización,otros,contestada,luis fernando rojas arango 
Ordinario,bogota,bogotá,2007-01-01,2007.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-12-07,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Ordinario,sahagun,caribe,2006-03-25,2006.0,Banco de colombia,Jubilado,otros,otros,otros,manuel e. pérez díaz
Ordinario,cartago,sur,2007-06-15,2007.0,Conavi,Jubilado,indemnización,otros,segunda instancia,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,antioquia,2009-10-05,2009.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2010-01-12,2010.0,Banco de colombia,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,girardot,centro,2008-01-01,2008.0,Conavi,Jubilado,indemnización,otros,favorable,clara lasso de ramírez 
Ordinario,bogota,bogotá,2006-07-01,2006.0,Bic,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2006-02-01,2006.0,Banco de colombia,Jubilado,otros,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,cali,sur,2007-03-18,2007.0,Conavi,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,medellin,antioquia,2005-02-11,2005.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Especial,cali,sur,2006-08-03,2006.0,Banco de colombia,Empleado,fuero sindical,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2008-02-29,2008.0,Banco de colombia,Jubilado,jubilacion,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2004-01-01,2004.0,Bic,Jubilado,indemnización,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2007-01-01,2007.0,Conavi,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-12-01,2008.0,Conavi,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-03-10,2009.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-12-01,2007.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,pamplona,centro,2009-05-05,2009.0,Bancolombia,Jubilado,indemnización,otros,otros,oscar vergel canal
Ordinario,barranquilla,caribe,2003-05-01,2003.0,Bic,Jubilado,indemnización,otros,otros,beatriz vélez vengoechea
Ejecutivo,cartagena,caribe,2005-09-01,2005.0,Banco de colombia,Otros,otros,otros,fallo 2a instancia,ines espinosa de barbosa
Ordinario,cali,sur,2009-11-23,2009.0,Bic,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,manizales,sur,2008-06-01,2008.0,Bancolombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2009-11-10,2009.0,Otros,Otros,indemnización,otros,terminado,jose antonio escobar lozada
Ordinario,medellin,antioquia,2008-03-28,2008.0,Banco de colombia,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,ibague,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,ibague,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,favorable,josé roberto herrera vergara
Ordinario,ibague,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,favorable,josé roberto herrera vergara
Ordinario,ibague,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,cartagena,caribe,2002-09-19,2002.0,Banco de colombia,Jubilado,indemnización,otros,otros,ines espinosa de barbosa
Ordinario,barranquilla,caribe,2000-06-07,2000.0,Banco de colombia,Jubilado,reintegro,otros,fallo 2a instancia,beatriz vélez vengoechea
Ordinario,ibague,centro,2008-03-26,2008.0,Otros,Otros,otros,otros,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2011-10-27,2010.0,Conavi,Jubilado,indemnización,otros,contestada,edgar calle pulgarin
Ordinario,medellin,antioquia,2008-02-15,2008.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,ibague,centro,2009-01-21,2009.0,Banco de colombia,Jubilado,reintegro,otros,liquidación,josé roberto herrera vergara
Ordinario,libano ,centro,2009-04-03,2009.0,Bancolombia,Jubilado,indemnización,otros,favorable,josé roberto herrera vergara
Ordinario,itagui,antioquia,2011-03-02,2011.0,Bic,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2010-04-16,2010.0,Conavi,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2004-11-01,2004.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2009-12-03,2009.0,Bic,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-04-30,2009.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-07-28,2009.0,Conavi,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-07-02,2009.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-12-03,2009.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-11-30,2009.0,Bic,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara
Ordinario,ibague,centro,2008-07-09,2008.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Especial,girardot,centro,2010-01-26,2010.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,clara lasso de ramírez 
Ordinario,cartagena,caribe,2005-08-24,2005.0,Banco de colombia,Jubilado,otros,otros,otros,carlos valega puello
Ordinario,sincelejo,caribe,2009-08-19,2009.0,Bancolombia,Jubilado,indemnización,otros,otros,manuel e. pérez díaz
Ordinario,cali,sur,2004-06-01,2004.0,Bic,Jubilado,indemnización,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,armenia,sur,2008-06-01,2008.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,cali,sur,2007-06-25,2007.0,Conavi,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Especial,medellin,antioquia,2011-01-11,2011.0,Conavi,Empleado,fuero sindical,otros,terminado,humberto jairo jaramillo v.
Ordinario,bucaramanga,centro,2007-10-04,2007.0,Banco de colombia,Jubilado,otros,otros,terminado,reynaldo amaya mantilla
Ordinario,dosquebradas,sur,2006-07-01,2006.0,Banco de colombia,Jubilado,reintegro,otros,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2011-04-28,2011.0,Bic,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,manizales,sur,2007-12-01,2008.0,Conavi,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Especial,buenaventura,sur,2005-12-19,2005.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,antioquia,2008-07-01,2008.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,san andres,caribe,2007-08-31,2007.0,Bic,Jubilado,jubilacion,otros,otros,fernando correa echeverri
Ordinario,bogota,bogotá,2008-07-16,2008.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2011-07-05,2011.0,Conavi,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,cartagena,caribe,2006-03-09,2006.0,Banco de colombia,Jubilado,jubilacion,otros,terminado,ines espinosa de barbosa
Ordinario,bogota,bogotá,2007-11-22,2007.0,Banco de colombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-08-04,2009.0,Conavi,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2006-12-01,2006.0,Banco de colombia,Jubilado,otros,otros,resuelto,josé roberto herrera vergara
Ordinario,medellin,antioquia,2006-07-13,2006.0,Conavi,Jubilado,salario,otros,otros,juan felipe molina alvarez
Especial,barranquilla,caribe,2001-05-05,2001.0,Banco de colombia,Empleado,fuero sindical,otros,otros,beatriz vélez vengoechea
Ordinario,barranquilla,caribe,2006-10-10,2006.0,Bic,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,barranquilla,caribe,2007-04-25,2007.0,Bic,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,barranquilla,caribe,2009-09-18,2009.0,Banco de colombia,Jubilado,otros,otros,favorable,beatriz vélez vengoechea
Ordinario,cartagena,caribe,2003-12-01,2003.0,Banco de colombia,Jubilado,otros,otros,otros,ines espinosa de barbosa
Ordinario,bogota,bogotá,2005-10-05,2005.0,Banco de colombia,Jubilado,indemnización,otros,liquidación,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Especial,buenaventura,sur,2008-10-10,2008.0,Bancolombia,Empleado,fuero sindical,otros,pendiente,luis fernando rojas arango 
Ordinario,medellin,antioquia,2007-09-22,2007.0,Banco de colombia,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Especial,bogota,bogotá,2011-02-15,2011.0,Bic,Empleado,fuero sindical,otros,terminado,josé roberto herrera vergara
Ordinario,bogota,bogotá,2000-09-14,2000.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2007-07-03,2007.0,Bancolombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,armenia,sur,2008-01-01,2008.0,Conavi,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,cali,sur,2007-01-01,2007.0,Bic,Jubilado,indemnización,otros,liquidación,luis fernando rojas arango 
Ordinario,bogota,bogotá,2008-06-01,2008.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,villavicencio,centro,2006-08-18,2006.0,Banco de colombia,Jubilado,jubilacion,otros,contestada,clara lasso de ramírez 
Ordinario,barranquilla,caribe,2007-12-16,2007.0,Bancolombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,cali,sur,2008-12-17,2009.0,Banco de colombia,Jubilado,otros,otros,otros,luis fernando rojas arango 
Ordinario,armenia,sur,2010-02-17,2010.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,manizales,sur,2010-09-24,2010.0,Banco de colombia,Jubilado,jubilacion,otros,favorable,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,medellin,antioquia,2006-10-05,2006.0,Conavi,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2008-02-15,2008.0,Bic,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2009-10-27,2009.0,Conavi,Jubilado,otros,otros,otros,juan felipe molina alvarez
Ordinario,bogota,bogotá,2010-04-22,2010.0,Conavi,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-09-21,2007.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Especial,apartadó,antioquia,2010-12-03,2010.0,Bancolombia,Empleado,fuero sindical,otros,otros,humberto jairo jaramillo v.
Ordinario,santa marta,caribe,2008-10-30,2008.0,Bancolombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,tulua,sur,2008-07-24,2008.0,Banco de colombia,Jubilado,indemnización,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2005-03-01,2005.0,Banco de colombia,Jubilado,indemnización,otros,contestada,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2007-12-03,2007.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,cali,sur,2008-05-15,2008.0,Bancolombia,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,cali,sur,2010-08-30,2010.0,Banco de colombia,Jubilado,indemnización,otros,favorable,luis fernando rojas arango 
Ordinario,yopal,centro,2009-09-10,2009.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,buga,sur,2008-08-23,2008.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis fernando rojas arango 
Ordinario,la mesa,bogotá,2010-07-19,2010.0,Banco de colombia,Jubilado,indemnización,otros,terminado,josé roberto herrera vergara
Ordinario,santa marta,caribe,2008-10-28,2008.0,Bancolombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,ibague,centro,2007-09-16,2007.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,ibague,centro,2007-09-16,2007.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara
Ordinario,dosquebradas,sur,2009-07-07,2009.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2007-10-29,2007.0,Conavi,Jubilado,salario,otros,otros,jose antonio escobar lozada
Ordinario,bogota,bogotá,2009-07-27,2009.0,Bic,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,manizales,sur,2010-02-02,2009.0,Conavi,Jubilado,indemnización,otros,otros,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,bogota,bogotá,2011-11-10,2011.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,armenia,sur,2005-07-13,2005.0,Bic,Jubilado,indemnización,otros,otros,jose antonio escobar lozada
Ordinario,cartagena,caribe,2006-12-14,2006.0,Banco de colombia,Jubilado,indemnización,otros,otros,ines espinosa de barbosa
Ordinario,medellin,antioquia,2011-08-22,2011.0,Banco de colombia,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,monteria,caribe,2009-10-08,2009.0,Banco de colombia,Jubilado,otros,otros,otros,jaime antonio caballero garcia
Ordinario,bogota,bogotá,2010-11-02,2010.0,Bic,Jubilado,jubilacion,otros,fallo 2a instancia,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-11-24,2009.0,Conavi,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Especial,ibague,centro,2009-10-09,2009.0,Banco de colombia,Empleado,fuero sindical,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-05-08,2009.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-11-14,2007.0,Bancolombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2002-03-01,2002.0,Otros,Otros,otros,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2008-08-21,2008.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-11-28,2008.0,Banco de colombia,Jubilado,jubilacion,otros,contestada,josé roberto herrera vergara
Ordinario,cartagena,caribe,2006-12-05,2006.0,Bancolombia,Jubilado,jubilacion,otros,fallo 2a instancia,vicente gutiérrez de piñeres
Especial,sogamoso,centro,2010-07-30,2010.0,Banco de colombia,Empleado,fuero sindical,otros,terminado,josé roberto herrera vergara
Especial,sogamoso,centro,2011-12-15,2011.0,Banco de colombia,Empleado,fuero sindical,otros,terminado,eduardo barragán nocua
Ordinario,cali,sur,2010-08-10,2010.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,ibague,centro,2010-10-29,2010.0,Banco de colombia,Jubilado,otros,otros,contestada,rosa helena lozano (jrh)
Ordinario,bogota,bogotá,2011-06-15,2011.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2011-05-15,2011.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2011-09-07,2011.0,Bic,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,santa marta,caribe,2009-03-09,2009.0,Bancolombia,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,monteria,caribe,2010-08-23,2010.0,Banco de colombia,Jubilado,otros,otros,otros,jaime antonio caballero garcia
Ordinario,valledupar,caribe,2009-08-04,2009.0,Banco de colombia,Jubilado,otros,otros,terminado,carlos valega puello
Ordinario,montelibano,caribe,2008-06-03,2008.0,Banco de colombia,Jubilado,otros,otros,otros,jaime antonio caballero garcia
Ordinario,santa marta,caribe,2010-11-24,2010.0,Conavi,Jubilado,salario,otros,otros,carlos valega puello
Ordinario,medellin,antioquia,2010-05-24,2010.0,Bic,Jubilado,indemnización,otros,otros,humberto jairo jaramillo v.
Ordinario,palmira,sur,2009-09-09,2009.0,Banco de colombia,Jubilado,jubilacion,otros,otros,luis fernando rojas arango 
Ordinario,palmira,sur,2009-08-05,2009.0,Banco de colombia,Jubilado,jubilacion,otros,otros,luis fernando rojas arango 
Ordinario,pereira,sur,2010-04-20,2010.0,Conavi,Jubilado,salario,otros,pendiente,josé roberto herrera vergara  (maría clara buitrago)
Especial,buenaventura,sur,2010-11-29,2010.0,Banco de colombia,Jubilado,reintegro,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2010-02-24,2010.0,Banco de colombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,ocaña,centro,2006-08-01,2006.0,Banco de colombia,Jubilado,indemnización,otros,otros,ruth criado de vera
Ordinario,sevilla,sur,2005-04-01,2005.0,Banco de colombia,Jubilado,otros,otros,pendiente,luis fernando rojas arango 
Ordinario,bogota,bogotá,2003-01-01,2003.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2008-10-01,2008.0,Banco de colombia,Jubilado,jubilacion,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2008-11-06,2008.0,Banco de colombia,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2010-01-25,2009.0,Otros,Otros,otros,otros,terminado,josé roberto herrera vergara
Ordinario,bogota,bogotá,2010-02-26,2010.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-01-27,2009.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,tunja,centro,2010-07-07,2010.0,Banco de colombia,Jubilado,otros,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2011-03-25,2011.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,palmira,sur,2005-02-01,2005.0,Banco de colombia,Empleado,salario,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bucaramanga,centro,2011-06-10,2011.0,Conavi,Jubilado,indemnización,otros,contestada,reynaldo amaya mantilla
Ordinario,armenia,sur,2010-02-17,2010.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara  (maría clara buitrago)
Ordinario,cali,sur,2003-01-01,2003.0,Bic,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,cali,sur,2008-05-21,2008.0,Otros,Otros,otros,otros,pendiente,luis fernando rojas arango 
Ordinario,bogota,bogotá,2004-06-01,2004.0,Banco de colombia,Jubilado,otros,otros,otros,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,medellin,antioquia,2010-02-24,2010.0,Otros,Otros,otros,otros,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2012-03-26,2012.0,Bancolombia,Jubilado,indemnización,otros,otros,maría isabel cardona montoya
Ordinario,sincelejo,caribe,2008-10-08,2008.0,Banco de colombia,Jubilado,otros,otros,otros,manuel e. pérez díaz
Ordinario,puerto boyaca,centro,2010-10-11,2010.0,Banco de colombia,Jubilado,indemnización,otros,otros,xiomara clavijo (jrh)
Ordinario,bogota,bogotá,2004-01-01,2004.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
